hotel_id,source_id,name,city,region,price_sar,star_rating,guest_rating,guest_rating_count,room_type,bed_type,max_persons,breakfast_included,free_cancellation,latitude,longitude,source_url,source,data_period,snapshot_date,retrieved_at,is_live
hotels_00853,1931615,Areen Palace Hotel - Almadina Road,Jeddah,Makkah,110,,7.9,929,Junior Suite,1 bed (1 double),2,,True,21.6970969816317,39.1177439689636,https://www.booking.com/hotel/sa/areen-palace-almadina-road.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=193161501_205839191_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=854&highlighted_blocks=193161501_205839191_2_2_0&hpos=4&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=193161501_205839191_2_2_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00854,3106287,Hayat Jazan Furnished Units,Jazan,Jazan,110,,6.4,32,Double Room,1 bed (1 extra-large double),2,,True,16.898510138807,42.5707746653595,https://www.booking.com/hotel/sa/hy-jzn-whdt-skny-mfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=310628703_112887179_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=855&highlighted_blocks=310628703_112887179_2_0_0&hpos=5&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=310628703_112887179_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00855,1056871,Manazel Qurish Furnished Apartments,Jeddah,Makkah,110,,5.6,37,Studio,1 bed (1 double),2,,True,21.6006544789049,39.1682366031631,https://www.booking.com/hotel/sa/manazel-qurish-furnished-apartments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=105687101_186945264_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=856&highlighted_blocks=105687101_186945264_2_0_0&hpos=6&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=105687101_186945264_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00856,5637726,النايفة للوحدات السكنية المفروشة,Dammam,Eastern Province,110,,5.9,9,Studio Apartment,1 bed (1 extra-large double),2,,True,26.4266349294842,50.0369808635196,https://www.booking.com/hotel/sa/lnyf-llwhdt-lskny-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=563772601_212917624_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=857&highlighted_blocks=563772601_212917624_2_0_0&hpos=7&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=563772601_212917624_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00857,1900971,Yahalla Hotel Units,Jeddah,Makkah,110,,7.6,359,Standard Studio,2 beds (2 singles),2,,True,21.6069937528785,39.1251253961564,https://www.booking.com/hotel/sa/yahalla-furnished-apartments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=190097105_168138999_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=858&highlighted_blocks=190097105_168138999_0_0_0&hpos=8&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=190097105_168138999_0_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00858,5548610,امواج للوحدات السكنية المفروشة,Al Khobar,Eastern Province,110,,7.9,22,Deluxe Family Room,1 bed (1 large double),2,,True,26.28701,50.218177,https://www.booking.com/hotel/sa/mwj-llwhdt-lskny-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=554861001_220662546_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=859&highlighted_blocks=554861001_220662546_2_0_0&hpos=9&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=554861001_220662546_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00859,2682389,Al Safwah Al Asriyah Furnished Units,Jeddah,Makkah,110,,8.2,343,Double Room,1 bed (1 double),2,,True,21.5144106189789,39.2395306751132,https://www.booking.com/hotel/sa/lsfw-l-sry.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=268238901_202940953_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=860&highlighted_blocks=268238901_202940953_0_0_0&hpos=10&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=268238901_202940953_0_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00860,6325244,شقق عبق الخزامى,Hail,Hail,110,,,,Standard Studio,2 beds (2 doubles),2,,True,27.572176,41.725804,https://www.booking.com/hotel/sa/shqq-bq-lkhzm.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=632524401_246848533_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=861&highlighted_blocks=632524401_246848533_2_0_0&hpos=11&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=632524401_246848533_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00861,5770973,قلعه الشرق للوحدات السكنية المفروشة الدمام شارع ٢٨,Dammam,Eastern Province,110,,8.3,6,Deluxe Room (1 adult + 2 children),1 bed (1 double),2,,,26.454557,50.08105,https://www.booking.com/hotel/sa/ql-h-lshrq-llwhdt-lskny-lmfrwsh-ldmm-shr-28.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=577097302_241674306_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=862&highlighted_blocks=577097302_241674306_2_0_0&hpos=12&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=577097302_241674306_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00862,1500015,Rofan Hotel Suites,Riyadh,Riyadh,111,,8.3,38,One-Bedroom Apartment,1 bed (1 large double),2,,True,24.7942884397525,46.734933257103,https://www.booking.com/hotel/sa/rofan.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=150001502_195207370_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=863&highlighted_blocks=150001502_195207370_0_0_0&hpos=13&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=150001502_195207370_0_0_0__11100&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00863,4315065,Hala Onaizah,Unayzah,Qassim,111,,8.5,184,Economy Studio,1 bed (1 large double),2,,True,26.0934146143225,44.0113496122683,https://www.booking.com/hotel/sa/hl-nyz.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=431506501_209138054_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=864&highlighted_blocks=431506501_209138054_0_0_0&hpos=14&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=431506501_209138054_0_0_0__11100&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00864,6384830,OYO 470 Dar Lafina,Tabuk,Tabuk,111,,,,Deluxe Double Room,2 beds (2 singles),2,,True,28.384308,36.57893,https://www.booking.com/hotel/sa/oyo-470-dar-lafina.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=638483005_253200643_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=865&highlighted_blocks=638483005_253200643_2_0_0&hpos=15&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=638483005_253200643_2_0_0__11148&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00865,4040274,OYO 150 Al Hamra Palace Al Aswaq,Riyadh,Riyadh,111,,6.9,1,Standard Studio Twin,2 beds (2 singles),2,,,24.6458983476824,46.71640416683,https://www.booking.com/hotel/sa/qsr-lhmr-l-swq.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=404027406_253265507_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=866&highlighted_blocks=404027406_253265507_2_0_0&hpos=16&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=404027406_253265507_2_0_0__11149&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00866,1997331,مسكن العائلة,Jeddah,Makkah,112,,6.8,94,Standard Studio,1 bed (1 extra-large double),2,,True,21.5970259548466,39.1590138124072,https://www.booking.com/hotel/sa/family-house.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=199733101_227398892_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=867&highlighted_blocks=199733101_227398892_0_0_0&hpos=17&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=199733101_227398892_0_0_0__11160&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00867,775857,Sultana Tower Hotel Suites,Buraydah,Qassim,112,,7.2,97,One-Bedroom Suite - Double Bed,1 bed (1 large double),2,,True,26.3795097511661,43.8999992609024,https://www.booking.com/hotel/sa/ossuuouuu.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=77585702_200374285_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=868&highlighted_blocks=77585702_200374285_0_0_0&hpos=18&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=77585702_200374285_0_0_0__11200&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00868,2230580,Al Eairy Apartments - Al Madinah 6,Madinah,Madinah,112,,5.9,206,Double Room,2 beds (2 singles),2,,True,24.4564778878441,39.589081821782,https://www.booking.com/hotel/sa/al-eairy-apartments-al-madinah-6.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=223058001_101032737_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=869&highlighted_blocks=223058001_101032737_2_0_0&hpos=19&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=223058001_101032737_2_0_0__11200&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00869,2146317,Avene For Furnished Residential Units,Ad Dawādimī,Riyadh,113,,8.9,94,Studio Apartment,1 bed (1 double),2,,True,24.4891263725455,44.3642354602343,https://www.booking.com/hotel/sa/small-wings-for-furnished-apartments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=214631705_195658918_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=870&highlighted_blocks=214631705_195658918_0_0_0&hpos=20&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=214631705_195658918_0_0_0__11250&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=;has_campaign_deals_breakaway20_customer_label=1#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00870,335984,Al Farhan Hotel Suites (Al Jubail),Jubail,Eastern Province,113,,6.3,310,Standard Double or Twin Room,2 beds (2 singles),2,True,True,26.9878557738061,49.6633368730545,https://www.booking.com/hotel/sa/al-farhan-suites-al-jubail.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=33598405_192353735_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=871&highlighted_blocks=33598405_192353735_2_1_0&hpos=21&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=33598405_192353735_2_1_0__11259&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00871,2017879,Lamssat El saada,Dammam,Eastern Province,114,,8.0,276,Standard Studio,1 bed (1 double),2,,True,26.3587298234341,50.044162273407,https://www.booking.com/hotel/sa/lamssat-el-saada.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=201787906_214855265_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=872&highlighted_blocks=201787906_214855265_2_0_0&hpos=22&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=201787906_214855265_2_0_0__11385&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00872,2225838,Al Eairy Apartments - Al Madinah 4,Madinah,Madinah,114,,5.9,290,Double or Twin Room,2 beds (2 singles),2,,,24.4775532123985,39.6064025353041,https://www.booking.com/hotel/sa/al-eairy-apartments-al-madinah-4.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=222583805_201846093_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=873&highlighted_blocks=222583805_201846093_2_0_0&hpos=23&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=222583805_201846093_2_0_0__11400&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00873,715798,Abahi Apartment,Jeddah,Makkah,114,,7.9,503,Double Room,1 bed (1 double),2,,True,21.5145314863333,39.2253541946411,https://www.booking.com/hotel/sa/opso-uoss.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=71579805_190335181_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=874&highlighted_blocks=71579805_190335181_0_0_0&hpos=24&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=71579805_190335181_0_0_0__11400&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00874,1924303,Aknaf Jeddah Hotel Suites,Jeddah,Makkah,114,,6.8,80,Double or Twin Room,2 beds (2 singles),2,,True,21.5992499831096,39.1664003859139,https://www.booking.com/hotel/sa/aknaf-jeddah-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=192430310_105766390_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=875&highlighted_blocks=192430310_105766390_0_0_0&hpos=25&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=192430310_105766390_0_0_0__11400&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00875,1783889,OYO 415 Golden Gate Hotel,Al Khobar,Eastern Province,114,,7.3,185,Standard Studio,1 bed (1 extra-large double),2,,True,26.2986406014048,50.17208956182,https://www.booking.com/hotel/sa/golden-gates-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=178388905_244444820_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=876&highlighted_blocks=178388905_244444820_2_0_0&hpos=1&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=178388905_244444820_2_0_0__11411&srepoch=1587183180&srpvid=dee01da60f180077&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00876,405716,Al Safa Hotel Suites,Jazan,Jazan,115,,7.8,581,One-Bedroom Apartment,2 beds (2 singles),2,,True,16.8889472383319,42.5605469942093,https://www.booking.com/hotel/sa/al-safa.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=40571601_190269665_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=877&highlighted_blocks=40571601_190269665_0_0_0&hpos=2&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=40571601_190269665_0_0_0__11479&srepoch=1587183180&srpvid=dee01da60f180077&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00877,3123514,Al Fairouz Resort,Al Hada,Makkah,115,,7.7,143,Suite with Balcony,1 bed (1 double),2,,True,21.3616695350182,40.2730128895492,https://www.booking.com/hotel/sa/mntj-lfyrwz-lsyhy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=312351401_178026562_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=878&highlighted_blocks=312351401_178026562_2_0_0&hpos=3&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=312351401_178026562_2_0_0__11500&srepoch=1587183180&srpvid=dee01da60f180077&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00878,1306742,Rose Al Hamra روز الحمراء,Jeddah,Makkah,115,,6.3,103,King Room,1 bed (1 single),2,,True,21.5195286006288,39.1621398925781,https://www.booking.com/hotel/sa/rose-al-hamra-apartments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=130674201_235033968_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=879&highlighted_blocks=130674201_235033968_0_0_0&hpos=4&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=130674201_235033968_0_0_0__11500&srepoch=1587183180&srpvid=dee01da60f180077&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00879,1997959,Ritan Apart-Hotel,Taif,Makkah,115,,8.0,349,Double Room,1 bed (1 large double),2,,True,21.2825627498015,40.4126125833283,https://www.booking.com/hotel/sa/ritan-apart.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=199795903_124927893_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=880&highlighted_blocks=199795903_124927893_2_0_0&hpos=5&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=199795903_124927893_2_0_0__11500&srepoch=1587183180&srpvid=dee01da60f180077&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
hotels_00880,2115454,Asaheeb Al Ahsa,Ar Ruqayyiqah,,115,,7.2,426,Deluxe King Studio,1 bed (1 extra-large double),2,,True,25.3577163207641,49.5693548976226,https://www.booking.com/hotel/sa/asaheeb-al-ahsa.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=211545401_195262758_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=881&highlighted_blocks=211545401_195262758_2_0_0&hpos=6&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=211545401_195262758_2_0_0__11500&srepoch=1587183180&srpvid=dee01da60f180077&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl,booking_kaggle,2020,2020-04-24,2026-09-13T06:37:49.339055+00:00,False
