id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,latitude,longitude
4581,Rose Country,RESTAURANT,Flowers,5,4,flowers_and_plants,24.8708183,46.6237326
4582,Bon Baron Cafe,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.7250646,46.6768684
4583,The coffeeholics plus,RESTAURANT,Desserts|Coffee|Breakfast,4,42,restaurants,24.7714881,46.7670713
4584,Deep Roses,RESTAURANT,Flowers,4.7,13,flowers_and_plants,24.83027613,46.77324623
4585,Bakery 8,RESTAURANT,Bakery|Gluten-Free,4.6,234,restaurants,24.76030346,46.75991302
4586,Tiryaq Tea,RESTAURANT,Sandwich|Beverages|Coffee,4.3,3,restaurants,24.8788023,46.6349538
4587,Virginia Night Cofe,RESTAURANT,Sandwich|Desserts|Coffee,3,1,restaurants,24.7921191,46.7751166
4588,Dallah Bouh,RESTAURANT,Desserts|Beverages|Coffee,3.8,58,restaurants,24.8127405,46.7767447
4589,The Baker Burger,RESTAURANT,Fast Food|Burgers,4,4,restaurants,24.7705303,46.7670468
4590,Manousha &amp; tea,RESTAURANT,Desserts|Juices|Pizza|Pasta,1,3,restaurants,24.7705303,46.7670468
4591,Pizza Mamma Mia,RESTAURANT,Pizza,3,3,restaurants,24.7705303,46.7670468
4592,Falafelino,RESTAURANT,Fast Food|Falafel|Breakfast,3.9,9,restaurants,24.77052,46.767129
4593,Bosphorus Pastries,RESTAURANT,Fast Food|Pastries,3.7,6,restaurants,24.77052,46.767129
4594,BOREK KAHVE &amp; RESTO,RESTAURANT,Desserts|Bakery|Breakfast,4.1,42,restaurants,24.77052,46.767129
4595,Cora Burger,RESTAURANT,Fast Food|American|Burgers,4.3,6,restaurants,24.823312,46.5934136
4596,Six Pack,RESTAURANT,Healthy|Salads,4.4,16,restaurants,24.8125905,46.7769889
4597,choco bites,RESTAURANT,Desserts,1,1,restaurants,24.74562912,46.62267008
4598,Snackat home,RESTAURANT,Arabic,0,0,restaurants,24.8143808,46.776927
4599,Kooz Alaseer,RESTAURANT,Beverages|Juices,5,2,restaurants,24.82481499,46.59363444
4600,Veloce,RESTAURANT,Desserts|Beverages|Coffee,4.2,1593,restaurants,24.8150599,46.7769871
4601,Sobouh Al Yemen,RESTAURANT,Arabic|Breakfast,4.3,301,restaurants,24.81465378,46.77706923
4602,Foil,RESTAURANT,Fast Food|American|Burgers,3.9,36,restaurants,24.80829118,46.59166943
4603,Chezzz,RESTAURANT,Desserts,4.7,642,restaurants,24.7811361,46.7724414
4604,Achay,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.6,178,restaurants,24.84991567,46.76525429
4605,Wing King,RESTAURANT,Fast Food,3.1,17,restaurants,24.80821213,46.59160469
4606,Tikka Now,RESTAURANT,Sandwich|Indian|Pakistani,4.2,145,restaurants,24.8499771,46.7652943
4607,Chicken Land,RESTAURANT,Sandwich|Fast Food|Shawarma,4.3,26,restaurants,24.783133,46.773514
4608,Cooz,RESTAURANT,Desserts|Coffee,4.4,8,restaurants,24.8691797,46.6197822
4609,Amaal cafe,RESTAURANT,Desserts|Coffee,4.3,81,restaurants,24.811591,46.777712
4610,Cady Sweets,RESTAURANT,Desserts|Pastries,4.2,74,restaurants,24.8152867,46.7775209
4611,Wadha Sweet Trading,RESTAURANT,Desserts,0,0,restaurants,24.8118902,46.5908815
4612,Ruhol,RESTAURANT,Arabic,4.1,238,restaurants,24.7953731,46.7771831
4613,Fladolce,RESTAURANT,Arabic,4.2,329,restaurants,24.8118125,46.7781875
4614,Karak Al-Tariq,RESTAURANT,Fast Food,4.1,15,restaurants,24.85055428,46.60311971
4615,Tea tree,RESTAURANT,Coffee,4.6,29,restaurants,24.80662438,46.59068711
4616,Dhog Meal,RESTAURANT,Fast Food|Arabic,3.8,27,restaurants,24.8258891,46.7763312
4617,Zadna,RESTAURANT,Desserts|Arabic|Coffee,3.8,4,restaurants,24.75709419,46.7601208
4618,Dohat Al-Tea,RESTAURANT,Desserts|Arabic|Coffee|Saudi,0,0,restaurants,24.7894774,46.7765389
4619,H Burger,RESTAURANT,Fast Food|American|Burgers,4.3,3,restaurants,24.82069819,46.5911783
4620,Puffery,RESTAURANT,Bakery|Beverages|Coffee,5,1,restaurants,24.78135301,46.59484575
4621,Baba chow,RESTAURANT,Asian|Noodles,4.8,10,restaurants,24.82402885,46.77735258
4622,Mathahq Al Koshari,RESTAURANT,Egyptian,4.3,172,restaurants,24.75680951,46.76012318
4623,USHBAZ bukhari,RESTAURANT,Arabic,4.1,39,restaurants,24.80778972,46.59000823
4624,Vaniliano,RESTAURANT,Beverages|Ice Cream,4.3,27,restaurants,24.75675664,46.76017371
4625,Le Grenier a pain,RESTAURANT,Desserts|Bakery,4.4,37,restaurants,24.75473161,46.61043923
4626,Lantica Pizzeria,RESTAURANT,Italian|Pizza,4.2,78,restaurants,24.73870848,46.62879688
4627,Sunbulah pies,RESTAURANT,Pizza|Pastries,4.1,46,restaurants,24.808113,46.7792483
4628,Cilicia,RESTAURANT,Lebanese,4.3,18,restaurants,24.739348,46.627747
4629,falla,RESTAURANT,Fast Food|American|Beverages|Burgers,4.3,20,restaurants,24.7382032,46.6293263
4630,Salatat,RESTAURANT,Fast Food|Arabic,0,0,restaurants,24.7381601,46.6293902
4631,Maitre Choux,RESTAURANT,International,5,6,restaurants,24.7381601,46.6293902
4632,THE COFFEE CLUB,RESTAURANT,Sandwich|Desserts|Beverages|Coffee,4.5,43,restaurants,24.738264,46.629197
4633,Beit Wared,RESTAURANT,Grill|Arabic|Beverages|Lebanese,4.3,26,restaurants,24.739405,46.627484
4634,I’M HUNGRY,RESTAURANT,Fast Food|Burgers|Breakfast,4,93,restaurants,24.8521499,46.6027714
4635,Dar Hira,RESTAURANT,Arabic,4.3,869,restaurants,24.7791599,46.7739259
4636,kabsat sah,RESTAURANT,Arabic,3.9,227,restaurants,24.87007023,46.61822712
4637,shiwayat wa fahm,RESTAURANT,Arabic|Saudi,4.3,1798,restaurants,24.8090455,46.7795724
4638,FOL TIME,RESTAURANT,Arabic,4.3,11,restaurants,24.8351212,46.77486655
4639,Lucy Café,RESTAURANT,Desserts|Beverages|Coffee,3.3,3,restaurants,24.797066,46.7787822
4640,Sultan's Steakhouse,RESTAURANT,Grill|Burgers|Meat,4.2,11,restaurants,24.7504733,46.6138464
4641,Ajinty,RESTAURANT,Arabic|Saudi|Pastries,4.3,186,restaurants,24.8084423,46.7796903
4642,Papa Antar Express,RESTAURANT,Sandwich|Fast Food|Shawarma,3,4,restaurants,24.81611279,46.77936368
4643,Falafel Pie,RESTAURANT,Sandwich,4.3,230,restaurants,24.778887,46.774121
4644,DOT SUGAR,RESTAURANT,Desserts|Bakery,4,32,restaurants,24.73681394,46.63079535
4645,TOBY'S ESTATE,RESTAURANT,Arabic|Gluten-Free,4.6,26,restaurants,24.75005434,46.61402343
4646,crumbled,RESTAURANT,American,5,1,restaurants,24.7614091,46.6043722
4647,Hesh Bake Shop,RESTAURANT,Arabic,2.3,3,restaurants,24.75093829,46.61306808
4648,Meat Me There,RESTAURANT,Arabic,0,0,restaurants,24.7598884,46.6054271
4649,Amazonas 4U,RESTAURANT,Desserts,4.6,5,restaurants,24.7606935,46.6047019
4650,Madeleine,RESTAURANT,Desserts|Bakery,4.2,423,restaurants,24.7509823,46.612828
4651,Crème,RESTAURANT,Desserts|Coffee,4,13,restaurants,24.75012861,46.61362771
4652,Adore,RESTAURANT,Desserts,4.9,17,restaurants,24.79709051,46.77928877
4653,Roma Restaurant,RESTAURANT,Italian,4.8,5,restaurants,24.7505755,46.613007
4654,Deema Kitchen,RESTAURANT,Italian|Arabic|Indian,4.4,43,restaurants,24.74308077,46.74783792
4655,Rwa'a Al Rafedeen Restaurant,RESTAURANT,Sandwich|Grill,3.4,12,restaurants,24.827269,46.778074
4656,see all café,RESTAURANT,Desserts|Coffee,4.3,104,restaurants,24.8704094,46.6173498
4657,‪Chikn+Go,RESTAURANT,Arabic,4.1,35,restaurants,24.7533063,46.6100806
4658,Ghadha Baladi,RESTAURANT,Fast Food|Arabic,3.7,3,restaurants,24.8074924,46.7804599
4659,150 Fruits,RESTAURANT,Beverages,4.1,10,restaurants,24.827406,46.778214
4660,bataae fatir,RESTAURANT,Fast Food,4.1,44,restaurants,24.82741313,46.77833343
4661,Nurr,RESTAURANT,Fast Food|Grill|Arabic,4.6,8,restaurants,24.74269294,46.74811999
4662,Chick n Chill,RESTAURANT,International,3.3,3,restaurants,24.7854281,46.7775355
4663,Mojo Eatery,RESTAURANT,Fast Food|Burgers,3.2,33,restaurants,24.8186432,46.5887962
4664,Hala Sabaya,RESTAURANT,Desserts,4.4,116,restaurants,24.78682475,46.77798435
4665,Alaz manoucheh,RESTAURANT,Sandwich|Fast Food|Shawarma|Pizza,3.8,123,restaurants,24.787195,46.778149
4666,Naqawat,RESTAURANT,Desserts,5,6,restaurants,24.777913,46.775039
4667,Nawara Restaurant,RESTAURANT,Fast Food,4,89,restaurants,24.8714357,46.6176279
4668,Burger Maker's,RESTAURANT,Fast Food|American|Burgers,4.1,58,restaurants,24.7738708,46.7733569
4669,Aghsan Al Batilah,RESTAURANT,Desserts,4.5,37,restaurants,24.816664,46.7807222
4670,Yumwich,RESTAURANT,Arabic|Burgers,4.5,70,restaurants,24.7205631,46.6800459
4671,Minto and Yaghmish ramz al Hijaz,RESTAURANT,Fast Food|Arabic|Juices,4.4,194,restaurants,24.8275739,46.77886973
4672,Elixir Bunn coffee roasters,RESTAURANT,Arabic|Coffee,3.9,88,restaurants,24.77425042,46.77376809
4673,Dar Ward,RESTAURANT,Arabic,4.7,7,restaurants,24.7602081,46.6034144
4674,SAID DAL,RESTAURANT,Desserts|Coffee,4.8,4,restaurants,24.76011128,46.60346268
4675,TENDERNESS,RESTAURANT,Sandwich|American|Burgers,3.9,8,restaurants,24.7847137,46.5911538
4676,L`Escape,RESTAURANT,Desserts|Coffee,5,1,restaurants,24.7596687,46.6036831
4677,Shahd to provide meals,RESTAURANT,Arabic,3.3,3,restaurants,24.8271386,46.7792402
4678,Jolt,RESTAURANT,Desserts|Coffee,4.5,58,restaurants,24.7292188,46.6416483
4679,JOLT DOLCE,RESTAURANT,Desserts,0,0,restaurants,24.72910213,46.64168015
4680,Hacked Cookies,RESTAURANT,Desserts,4.7,46,restaurants,24.7239057,46.6558636
4681,Hi,RESTAURANT,Sandwich|Desserts|Bakery|Beverages|Coffee,4,91,restaurants,24.7289375,46.6418125
4682,Lugaimat Dorr,RESTAURANT,Desserts|Arabic,4.4,52,restaurants,24.827816,46.779421
4683,Villa Wrd Gift Shop,RESTAURANT,Flowers,5,2,flowers_and_plants,24.8369522,46.5924546
4684,Forn 7,RESTAURANT,Arabic,4.7,22,restaurants,24.8369522,46.5924546
4685,Karak Al bahrain,RESTAURANT,Arabic|Coffee,4.5,95,restaurants,24.82543623,46.77999341
4686,Lulu Restaurant,RESTAURANT,Fast Food|Grill|Shawarma,4.4,1573,restaurants,24.797188,46.781276
4687,Lokum Diyari,RESTAURANT,Desserts,4,5,restaurants,24.86420113,46.60869719
4688,Perk up crfe,RESTAURANT,Burgers,0,0,restaurants,24.8446796,46.7736085
4689,PortaFilter Cafe,RESTAURANT,Desserts|Beverages|Coffee,4.5,12,restaurants,24.8446796,46.7736085
4690,KUNAFA KAIF,RESTAURANT,Desserts|Beverages,4.3,38,restaurants,24.8389088,46.776521
4691,Cinnabon,RESTAURANT,Desserts|Beverages,4.2,179,restaurants,24.8170229,46.7820682
4692,KYAN,RESTAURANT,Arabic|Coffee,4.3,49,restaurants,24.8532818,46.5998695
4693,Pizza Part,RESTAURANT,Pizza,3.7,3,restaurants,24.8386217,46.7767764
4694,Fatur Baytna Restaurant,RESTAURANT,Arabic|Breakfast,3.3,12,restaurants,24.8282004,46.7803892
4695,RURAL LUQAIMAT,RESTAURANT,Desserts|Arabic,4.2,168,restaurants,24.8026859,46.7826788
4696,SAKAH TEA,RESTAURANT,Coffee,4.3,6,restaurants,24.80274358,46.78273148
4697,Shawarma Dorrat Jodi,RESTAURANT,Sandwich|Fast Food|Shawarma,3,3,restaurants,24.82373541,46.78150306
4698,Pizza Imm,RESTAURANT,Fast Food|Pizza|Pasta,3.5,10,restaurants,24.7984882,46.7824234
4699,wthar,RESTAURANT,Desserts|Coffee,5,1,restaurants,24.8732121,46.6167508
4700,GLEAM,RESTAURANT,Italian,3.9,13,restaurants,24.74128708,46.6191443
4701,Flyhi,RESTAURANT,Fast Food|Arabic,0,0,restaurants,24.7273096,46.6422031
4702,Namu,RESTAURANT,Korean|Noodles,4.5,24,restaurants,24.7273096,46.6422031
4703,9 GRAMS,RESTAURANT,International|Healthy,3.3,46,restaurants,24.7984499,46.7826082
4704,broasted karmna,RESTAURANT,Arabic,4.3,57,restaurants,24.8284376,46.7806928
4705,ALBUKHARI RESTAURANTS,RESTAURANT,Arabic|Breakfast,3.9,145,restaurants,24.800813,46.782911
4706,Luqaimat Mama Latifa,RESTAURANT,Desserts,4,149,restaurants,24.7986911,46.7828373
4707,world tea house,RESTAURANT,Beverages,4.6,37,restaurants,24.7741971,46.7760824
4708,Luqaimat TY,RESTAURANT,Fast Food|Pastries,3.8,137,restaurants,24.809605,46.783634
4709,The Pizza Company,RESTAURANT,Italian,4.2,65,restaurants,24.774202,46.776431
4710,Napa,RESTAURANT,Arabic|Lebanese,5,3,restaurants,24.76767858,46.77318495
4711,Bread Talk,RESTAURANT,Sandwich,4,36,restaurants,24.7739975,46.776399
4712,Bee and Honey,RESTAURANT,Healthy,4.6,15,restaurants,24.74046131,46.75004909
4713,Bayaz,RESTAURANT,Grill|Beverages|Pizza|Pastries,4.2,13,restaurants,24.77406933,46.77656126
4714,Waha damashak restaurants,RESTAURANT,Grill|Arabic,4.6,5,restaurants,24.7407015,46.7504991
4715,L’DOUH,RESTAURANT,Desserts|Bakery|Beverages,3.3,18,restaurants,24.77400784,46.7765609
4716,Mohalla,RESTAURANT,Indian,4.6,87,restaurants,24.7262997,46.64266038
4717,cream,RESTAURANT,Desserts,4,14,restaurants,24.8872274,46.6360265
4718,My Thai,RESTAURANT,Asian|Thai,3.4,12,restaurants,24.7603504,46.6000344
4719,MAZAJ SUMO,RESTAURANT,Desserts|Beverages|Coffee,5,2,restaurants,24.82890022,46.7818898
4720,Cake House,RESTAURANT,Desserts,4.5,48,restaurants,24.743815,46.755174
4721,Lahma Awafi,RESTAURANT,Sandwich|Arabic|Meat,4.6,108,restaurants,24.7435862,46.7550112
4722,Step By Step,RESTAURANT,Coffee,4.1,20,restaurants,24.7737717,46.7773217
4723,ALFORN BASBUSA,RESTAURANT,Desserts,3.6,8,restaurants,24.7436819,46.7552146
4724,cup time,RESTAURANT,Arabic,0,0,restaurants,24.81704205,46.78437295
4725,VIALE,RESTAURANT,Desserts|Coffee,4.5,34,restaurants,24.8749657,46.6159955
4726,Diet  Food,RESTAURANT,Arabic|Healthy,0,0,restaurants,24.79769493,46.78436861
4727,Buongiorno Bakehouse,RESTAURANT,Bakery|Coffee|Breakfast,4.5,8,restaurants,24.71739522,46.6948493
4728,MUJA,RESTAURANT,Beverages|Coffee,5,1,restaurants,24.88180404,46.62484962
4729,Wisdom,RESTAURANT,Desserts|Coffee|Gluten-Free,4.5,4,restaurants,24.7466592,46.7588725
4730,BISTRO,RESTAURANT,Arabic,4.4,67,restaurants,24.8570384,46.5993589
4731,Jawico,RESTAURANT,Asian,4.2,370,restaurants,24.716847,46.683244
4732,Knafeh ALKhabaz AlShami,RESTAURANT,Desserts|Bakery|Pastries,3.5,79,restaurants,24.79761693,46.78456086
4733,The Rice And The Noodle,RESTAURANT,Desserts|Asian|Beverages|Noodles,4.5,284,restaurants,24.745047,46.757366
4734,drip Coffee,RESTAURANT,Desserts|Coffee,4.2,286,restaurants,24.7452136,46.7576449
4735,NATRW,RESTAURANT,Desserts|Coffee,5,9,restaurants,24.77761343,46.589468
4736,Amalies,RESTAURANT,Arabic,5,2,restaurants,24.77748576,46.58947806
4737,ITA PIZZA,RESTAURANT,Italian|Pizza|Pasta|Salads,4.3,24,restaurants,24.74547314,46.75798889
4738,CHETRH,RESTAURANT,Sandwich|Burgers|Breakfast,4.4,95,restaurants,24.74650348,46.75908504
4739,To u Too,RESTAURANT,Sandwich|Fast Food,4,36,restaurants,24.723701,46.645583
4740,Pasta to U,RESTAURANT,Italian|Pasta,3.7,18,restaurants,24.7236962,46.6455814
4741,Bunsters,RESTAURANT,Fast Food,3.5,11,restaurants,24.77746308,46.58940861
4742,Al Rabie Bakery,RESTAURANT,Bakery,4.6,78,bakery,24.7463531,46.7591466
4743,Shawarma Agadir,RESTAURANT,Arabic,3.8,72,restaurants,24.8272143,46.7834832
4744,Ortisei,RESTAURANT,Desserts|Coffee|Breakfast|Pastries,4.8,9,restaurants,24.779703,46.5880705
4745,Luqaimat &amp; Balah,RESTAURANT,Desserts,4,32,restaurants,24.7483239,46.7615257
4746,Tasali Aleizi,RESTAURANT,Desserts|Italian|Coffee,5,1,restaurants,24.8140492,46.7858062
4747,Konafa Bakura,RESTAURANT,Desserts,4.2,13,restaurants,24.74686114,46.76024454
4748,Teenat Napoli Pizza,RESTAURANT,Italian|Pizza,4.3,140,restaurants,24.746684,46.7600842
4749,Crispy Farouj,RESTAURANT,Fast Food|Juices|Pizza|Pastries,3.9,23,restaurants,24.7485165,46.7618594
4750,Hijazi Balila,RESTAURANT,Arabic|Saudi,4.5,15,restaurants,24.8281697,46.7836824
4751,Mix Burger,RESTAURANT,Fast Food|American|Burgers,3.6,16,restaurants,24.74706193,46.76056728
4752,Sambousa Flavors,RESTAURANT,Arabic,3.5,20,restaurants,24.7483957,46.7618449
4753,Solo,RESTAURANT,Pastries,4.7,17,restaurants,24.730648,46.7394863
4754,RFD,RESTAURANT,Desserts|Coffee|Breakfast,3.7,24,restaurants,24.8800283,46.6205873
4755,Seaway,RESTAURANT,Sandwich|Healthy|Salads,4.9,11,restaurants,24.74859213,46.76217213
4756,Alssammak,RESTAURANT,Seafood,4.3,71,restaurants,24.7998682,46.7858636
4757,Shahi And Jabati Abu Fahd,RESTAURANT,Desserts|Coffee,4.5,1405,restaurants,24.7794868,46.5877806
4758,Zawyah Almaqsora,RESTAURANT,Arabic,0,0,restaurants,24.795776,46.785405
4759,bayt alfatayir,RESTAURANT,Fast Food|Arabic,4.7,231,restaurants,24.7473621,46.7611267
4760,Flowers Areen,RESTAURANT,Flowers,4.6,10,flowers_and_plants,24.799998,46.78598
4761,Indian meal,RESTAURANT,Indian,4.2,61,restaurants,24.7488901,46.7626837
4762,BRANDO SHAWARMA,RESTAURANT,Arabic|Shawarma,3.9,19,restaurants,24.747582,46.7614792
4763,Al Majles Al Khaliji,RESTAURANT,Desserts|Arabic,4.2,3177,restaurants,24.8187415,46.7858043
4764,Alath Maqloba,RESTAURANT,Arabic|Saudi,4.2,300,restaurants,24.7487452,46.7626001
4765,Rahi,RESTAURANT,Arabic,4.3,45,restaurants,24.7490601,46.76289778
4766,Wardat Al Rabie,RESTAURANT,Flowers,5,8,flowers_and_plants,24.74903601,46.7630467
4767,Broast Kukh Al Farog,RESTAURANT,Fast Food,4.6,73,restaurants,24.7479198,46.7622077
4768,Cottage Roses,RESTAURANT,Flowers,4.6,22,flowers_and_plants,24.80022174,46.78657842
4769,Chicken Basha,RESTAURANT,Sandwich|Fast Food,4.4,50,restaurants,24.749092,46.7638901
4770,Shawaya80,RESTAURANT,Arabic|Saudi,4.2,273,restaurants,24.8834358,46.623583
4771,Fresh Konafa,RESTAURANT,Desserts,4.6,20,restaurants,24.7425003,46.7577006
4772,Burj Alkibab,RESTAURANT,Sandwich|Grill|Arabic|Breakfast,4.2,834,restaurants,24.715335,46.6964708
4773,8 Me,RESTAURANT,Desserts,0,0,restaurants,24.8192156,46.7869381
4774,Haneeth and Mandi of the south,RESTAURANT,Arabic,3.9,30,restaurants,24.81925429,46.78694484
4775,Cho,RESTAURANT,Desserts|American|Coffee,0,0,restaurants,24.76518496,46.59278659
4776,Mashwia,RESTAURANT,Arabic,3.9,25,restaurants,24.7935945,46.78661985
4777,Majbous Al Daght,RESTAURANT,Arabic,4,241,restaurants,24.7935945,46.78661985
4778,Mantu Yaghmash Rabea Al Hejaz,RESTAURANT,Arabic|Saudi,3.9,63,restaurants,24.82807539,46.78562313
4779,Wendys,RESTAURANT,Fast Food|American|Burgers,3.9,35,restaurants,24.8774923,46.6145854
4780,Wardat Al Othmaniyah Restaurant,RESTAURANT,Grill|Asian|Seafood|Indian,3.8,18,restaurants,24.7931162,46.7867153
4781,RATIO,RESTAURANT,Desserts|American|Coffee,3.8,54,restaurants,24.8194916,46.7874402
4782,Inaam ALbaraka Butchery,RESTAURANT,Butchery &amp; Fishery,4.1,127,Butchery,24.792839,46.78690041
4783,section T,RESTAURANT,Arabic|Coffee|Saudi,4.2,60,restaurants,24.7554516,46.7704829
4784,Kark Aljamr,RESTAURANT,Arabic|Coffee,4.1,21,restaurants,24.811155,46.7883843
4785,Mandarin Oak,RESTAURANT,Asian|International|Thai|Noodles|Gluten-Free,4.1,174,restaurants,24.80093565,46.78820331
4786,Pizza &amp; Co.,RESTAURANT,Pizza,3.5,36,restaurants,24.8009301,46.78820473
4787,Hakka Wakka,RESTAURANT,American,4.6,9,restaurants,24.80093078,46.78821404
4788,Ovenstory Pizza,RESTAURANT,Fast Food|Italian|Beverages|International|Pizza|Gluten-Free,3,19,restaurants,24.80093565,46.7882194
4789,Slowbbq,RESTAURANT,Fast Food|Grill|American,3.9,55,restaurants,24.8735255,46.60918886
4790,Lafat Enab,RESTAURANT,Arabic,4,13,restaurants,24.751757,46.768045
4791,Shawerma O'nes,RESTAURANT,Sandwich|Arabic|Shawarma|Burgers,4.4,134,restaurants,24.751647,46.76799112
4792,NIGHT BURGER,RESTAURANT,Fast Food|American|Burgers,4.3,6,restaurants,24.756144,46.771556
4793,The Turkish Pottery,RESTAURANT,Sandwich|Grill,3.8,71,restaurants,24.752293,46.7686655
4794,Kayne dough pizza,RESTAURANT,Pizza,4.2,27,restaurants,24.8783043,46.6141271
4795,Crepeway,RESTAURANT,Fast Food|Italian|Arabic|Egyptian,2.5,13,restaurants,24.828523,46.7865576
4796,Hikaya Tazawq,RESTAURANT,Fast Food|Arabic|Burgers,4.2,9,restaurants,24.828523,46.7865576
4797,Cake Me Out,RESTAURANT,Desserts|Coffee,4.3,198,restaurants,24.752164,46.768784
4798,Msmak,RESTAURANT,Seafood,4,131,restaurants,24.75215271,46.76884597
4799,Vendor Coffee,RESTAURANT,Desserts|Bakery|Coffee,3.8,18,restaurants,24.7558073,46.7718693
4800,Bab Sreja,RESTAURANT,Arabic,4.2,75,restaurants,24.7526672,46.7696091
4801,Bad Boy Burger,RESTAURANT,Burgers,4.3,38,restaurants,24.7780108,46.7839469
4802,so bites,RESTAURANT,Sandwich|Fast Food,4.6,45,restaurants,24.77804157,46.78398082
4803,Crunchy Bakery,RESTAURANT,Bakery|Pastries,0,0,restaurants,24.7519332,46.7690903
4804,Diwaniyah Hala,RESTAURANT,Desserts|Coffee,4.5,86,restaurants,24.8241404,46.78805983
4805,SHAWAREMA ATHEYA,RESTAURANT,Fast Food|Shawarma,4.1,176,restaurants,24.77793755,46.78409919
4806,Sedra Tea,RESTAURANT,Coffee,0,0,restaurants,24.7687994,46.5888567
4807,JOA,RESTAURANT,Seafood|Sushi|Japanese,4.7,29,restaurants,24.7687003,46.5888942
4808,Zo bakery,RESTAURANT,Sandwich|Desserts|Bakery|Coffee,4,124,restaurants,24.7687003,46.5888942
4809,Press Burger,RESTAURANT,Burgers,0,0,restaurants,24.8065308,46.7896122
4810,Zatara oven,RESTAURANT,Pizza,3.9,21,restaurants,24.8065308,46.7896122
4811,KLOO sandwichs,RESTAURANT,Sandwich,3.8,12,restaurants,24.8065308,46.7896122
4812,Le Tor,RESTAURANT,Desserts|Coffee,4.2,52,restaurants,24.8065308,46.7896122
4813,For vegetables and fruits,RESTAURANT,Fruits &amp; Vegetables,4.3,228,fruits_and_vegetables,24.76455849,46.77802357
4814,Our country for vegetables and fruits,RESTAURANT,Fruits &amp; Vegetables,4.3,261,fruits_and_vegetables,24.7657768,46.7791341
4815,AMMO AMIR,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,3.4,16,restaurants,24.7713877,46.782017
4816,GIFT CORNER,RESTAURANT,Flowers,4.5,76,flowers_and_plants,24.79014664,46.7883122
4817,AL MAMLAKA Social Dining,RESTAURANT,Sandwich|Fast Food|Desserts|Grill|Asian|Italian|Arabic|Bakery|American|Seafood|Indian|Mexican|Beverages|Egyptian|Coffee|Shawarma|International|Healthy|Juices|Burgers|Pizza|Ice Cream|Saudi|Sushi|Thai|Pasta|Japanese|Vegetarian|Hot Dogs|Pakistani|Lebanese|Korean|Salads|Falafel|Indonesian|Breakfast|Noodles|Pastries|Meat|Roastery|Gluten-Free,4.4,50,restaurants,24.7126597,46.6750879
4818,Rice Blaban,RESTAURANT,Desserts|Bakery|Egyptian|International|Ice Cream|Vegetarian,4.2,443,restaurants,24.7131295,46.6989343
4819,Waffle Heat,RESTAURANT,Desserts|Coffee,2,4,restaurants,24.78877499,46.58092246
4820,Ahla Alward,RESTAURANT,Flowers,4.6,318,flowers_and_plants,24.7591586,46.7755777
4821,Diwaniyah Al Shorouk,RESTAURANT,Desserts|Beverages|Coffee,1,1,restaurants,24.8249913,46.7888393
4822,Restaurants Thammara,RESTAURANT,Arabic|Shawarma|Burgers|Pizza|Falafel,3.2,56,restaurants,24.7574412,46.7745788
4823,Lutra cafe,RESTAURANT,Desserts|Beverages|Coffee,4.2,18,restaurants,24.8336458,46.7870155
4824,Bseel,RESTAURANT,Desserts|Coffee,4.4,400,restaurants,24.778173,46.785456
4825,Badr Al Bukhari,RESTAURANT,Arabic|Saudi,4,27,restaurants,24.741675,46.6075059
4826,UNIQUE SWEETS,RESTAURANT,Desserts,4.3,9,restaurants,24.82828231,46.78858377
4827,falafel Ashi Zaki,RESTAURANT,Sandwich|Arabic|Falafel|Breakfast,4,107,restaurants,24.7891509,46.7887882
4828,AQUI,RESTAURANT,Fast Food|American|Burgers,4.1,46,restaurants,24.7126396,46.6998955
4829,9 Wok,RESTAURANT,Asian|Noodles,4.2,89,restaurants,24.71244372,46.69851453
4830,Ocean Basket,RESTAURANT,Fast Food|Seafood,4.1,71,restaurants,24.7121935,46.6981187
4831,Mahashi Farhat,RESTAURANT,Arabic,4.2,216,restaurants,24.7595468,46.7768188
4832,First Kunafa,RESTAURANT,Desserts,4.6,16,restaurants,24.788219,46.78908
4833,Mini Pancake,RESTAURANT,Desserts,3.9,193,restaurants,24.809218,46.791405
4834,Haneeth and Mandi of the south,RESTAURANT,Arabic,3.5,11,restaurants,24.7882527,46.7891179
4835,Shaden Sweets,RESTAURANT,Desserts,4.6,102,restaurants,24.80928494,46.79144318
4836,Mixed Juice,RESTAURANT,Juices,4.5,35,restaurants,24.8338332,46.787713
4837,La Vida Flowers,RESTAURANT,Flowers,4.4,16,flowers_and_plants,24.71112468,46.68443054
4838,Baker Land,RESTAURANT,Desserts|Arabic|Bakery|Beverages|Coffee|Juices|Salads|Breakfast|Pastries,4.1,338,restaurants,24.7117512,46.6966863
4839,TIMORE RESTAURANTS,RESTAURANT,Arabic,4.2,220,restaurants,24.88059085,46.61303491
4840,Luluat Alsham,RESTAURANT,Arabic,4.3,27,restaurants,24.71153431,46.69619976
4841,TANOOR ALDIRAH,RESTAURANT,Arabic,4.3,9,restaurants,24.77299987,46.78443578
4842,Riyadh Chinese Restaurant,RESTAURANT,Asian,4.5,194,restaurants,24.711549,46.696981
4843,Waan ovens,RESTAURANT,Arabic,4.1,32,restaurants,24.8132744,46.7917763
