id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,latitude,longitude
7779,MAMA HOURIYA,RESTAURANT,Desserts,0,0,restaurants,24.8154036,46.8948825
7780,NOODLES,RESTAURANT,Fast Food|Asian|Noodles,3.7,32,restaurants,24.81534892,46.89494512
7781,Dukat Shabab,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.80878293,46.8980183
7782,Munch Bakery‎,RESTAURANT,Desserts,4.3,182,restaurants,24.823997,46.6569845
7783,Bukhara,RESTAURANT,Sandwich|Arabic|Saudi,3,1,restaurants,24.88443549,46.80489377
7784,Alfredo,RESTAURANT,Arabic,0,0,restaurants,24.7381601,46.6293902
7785,Faterat Albayan,RESTAURANT,Pizza|Pastries,3.6,15,restaurants,24.875452,46.864876
7786,CHICKEN BASHA,RESTAURANT,Fast Food,4.6,11,restaurants,24.8759596,46.8644452
7787,SHAWAYAT,RESTAURANT,Arabic,4.3,165,restaurants,24.78854,46.61922426
7788,Your Juice,RESTAURANT,Beverages,4.3,16,restaurants,24.8550044,46.6258492
7789,Malqa Restaurant &amp; Pubs,RESTAURANT,Sandwich|Saudi|Breakfast,4.4,93,restaurants,24.8136691,46.59929034
7790,Ghair,RESTAURANT,Arabic|Saudi,3.9,15,restaurants,24.7847137,46.5911538
7791,KFC,RESTAURANT,Fast Food|Beverages,4,221,restaurants,24.5534722,46.8897222
7792,Domino's Pizza,RESTAURANT,Fast Food|Italian|American|International|Pizza,4.1,75,restaurants,24.553768,46.88894
7793,McDonald's KSA,RESTAURANT,Sandwich|Fast Food|Desserts|American|Beverages|Coffee|International|Breakfast,4.2,520,restaurants,24.5530744,46.8885912
7794,McCafé,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast,3.4,5,restaurants,24.5530156,46.888551
7795,Krispy Kreme Doughnuts,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.6,53,restaurants,24.5542125,46.8888594
7796,Kudu,RESTAURANT,Sandwich|Fast Food|Grill|Burgers|Breakfast,4.5,155,restaurants,24.554134,46.888785
7797,Al Romansiah,RESTAURANT,Arabic|Saudi|Meat,4.5,235,restaurants,24.55232349,46.88774541
7798,Dunkin' Donuts,RESTAURANT,Desserts|Beverages|Coffee,4.4,243,restaurants,24.5627659,46.8963577
7799,Shawaya House,RESTAURANT,Arabic|Saudi,4.2,368,restaurants,24.547281,46.882583
7800,KYAN,RESTAURANT,Arabic|Coffee,4.5,50,restaurants,24.5477801,46.8680562
7801,Al Baik,RESTAURANT,Fast Food,4.4,1340,restaurants,24.5544375,46.8571875
7802,Pizza Massah,RESTAURANT,Fast Food,3.7,10,restaurants,24.5595538,46.847171
7803,Biryani point Restaurant,RESTAURANT,Egyptian,4.7,3,restaurants,24.5612509,46.8449387
7804,Sanabel Al Salam,RESTAURANT,Desserts,4.8,30,restaurants,24.563305,46.8417985
7805,Rural corner,RESTAURANT,Arabic,4.3,12,restaurants,24.56989818,46.83694289
7806,Kunooz pharmacy,OTHER,Pharmacy,4.9,150,pharmacies,24.569855,46.836499
7807,DERATI EXPRESS,RESTAURANT,Grill|Arabic,4.3,547,restaurants,24.56997165,46.83333579
7808,Al Sheraa,RESTAURANT,Sandwich|Arabic|Shawarma|Pizza,4,40,restaurants,24.5821461,46.8361451
7809,ALROON,RESTAURANT,Sandwich|Fast Food|Grill,4.7,16,restaurants,24.5748929,46.8280942
7810,Pizza City,RESTAURANT,Pizza,4.8,29,restaurants,24.578462,46.829578
7811,Golden Ocean Restaurants,RESTAURANT,Arabic,3.8,42,restaurants,24.5738854,46.8273532
7812,Amoola,RESTAURANT,Arabic,4.2,74,restaurants,24.5554802,46.81484839
7813,Nasmat Alrabea,RESTAURANT,Shawarma|Juices|Pizza,4.2,128,restaurants,24.585854,46.806751
7814,Lqymat alasria,RESTAURANT,Fast Food|Arabic,4.4,7,restaurants,24.5666143,46.7993944
7815,Areika Alchef,RESTAURANT,Desserts,4.3,72,restaurants,24.5664203,46.7989971
7816,KYAN,RESTAURANT,Coffee,4.4,268,restaurants,24.5837898,46.8036197
7817,Fawal Al Taif,RESTAURANT,Arabic|Breakfast,4.4,277,restaurants,24.55638055,46.79561165
7818,TAJ COFFE,RESTAURANT,Desserts|Coffee,4.7,7,restaurants,24.55548547,46.79534041
7819,Shawayat Alzeryab Al Bukhari Restaurants,RESTAURANT,Arabic|Saudi,4.2,90,restaurants,24.56586,46.796887
7820,Albayt Alromancy,RESTAURANT,Grill|Arabic|Beverages,4.6,148,restaurants,24.55607227,46.79500173
7821,Konh Coffee,RESTAURANT,Desserts|Beverages|Coffee,4.6,26,restaurants,24.5818343,46.80118305
7822,Foul Basket Thoughts,RESTAURANT,Arabic,4.3,67,restaurants,24.56442273,46.79448853
7823,Fawal Khawatir Al Taif,RESTAURANT,Arabic|Saudi|Breakfast,4.5,81,restaurants,24.564533,46.794473
7824,Fatera Babel,RESTAURANT,Italian|Pizza|Pasta|Pastries,4,8,restaurants,24.5610832,46.7932187
7825,grilled burger,RESTAURANT,Fast Food|American|Burgers,4.3,592,restaurants,24.5617794,46.7926544
7826,King Mandi and Madhbi,RESTAURANT,Arabic,4.3,155,restaurants,24.5621559,46.7925064
7827,Lazzat Al Meshawi restaurant,RESTAURANT,Fast Food|Shawarma|Juices|Burgers,4.3,47,restaurants,24.56262827,46.79225259
7828,Halati Sweets,RESTAURANT,Desserts,4.6,14,restaurants,24.5635318,46.7908591
7829,Degla Al Rafideen,RESTAURANT,Sandwich|Grill,4.5,81,restaurants,24.5644506,46.790336
7830,Manto Rose,RESTAURANT,Beverages|Coffee|Juices,4.1,9,restaurants,24.5774149,46.7917889
7831,Baskin Robbins,RESTAURANT,Desserts|Beverages|Ice Cream,4.6,116,restaurants,24.5773625,46.7914531
7832,Diwaniyah tarbiea,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.5774862,46.7898744
7833,LARGE Restaurant,RESTAURANT,Fast Food|Burgers,4.1,15,restaurants,24.57732033,46.78977248
7834,Taj Alhla,RESTAURANT,Desserts,4.7,111,restaurants,24.5696364,46.7875073
7835,Shawarma1Minute,RESTAURANT,Sandwich|Arabic|Shawarma,4.3,175,restaurants,24.5773626,46.7896158
7836,Siddiq Al-Bukhari Restaurants,RESTAURANT,Arabic,5,1,restaurants,24.5757126,46.7880195
7837,Empator Shawrma,RESTAURANT,Fast Food,4.2,181,restaurants,24.595781,46.795419
7838,Emperor's Grill,RESTAURANT,Grill,0,0,restaurants,24.5735686,46.7863584
7839,Day juice,RESTAURANT,Beverages,3.8,5,restaurants,24.5957649,46.7952528
7840,Faual and Tamis Watan Al Nakhil,RESTAURANT,Arabic|Breakfast,4.1,37,restaurants,24.59577898,46.79499812
7841,Falafel Sahn,RESTAURANT,Sandwich|Falafel|Breakfast,4.1,124,restaurants,24.59597,46.795042
7842,Shawarma Emperor,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,3.5,20,restaurants,24.5957927,46.7949043
7843,Broasted Almokhtar,RESTAURANT,Fast Food,4.4,331,restaurants,24.5959922,46.7949067
7844,Falafel time,RESTAURANT,Sandwich|Falafel|Breakfast,4.3,206,restaurants,24.5959922,46.7949067
7845,Parole Cafe,RESTAURANT,Desserts|Coffee,4.1,26,restaurants,24.57548722,46.78599413
7846,Sama Cafe,RESTAURANT,Coffee,4.5,48,restaurants,24.596372,46.7939893
7847,Mount Burger,RESTAURANT,Arabic,0,0,restaurants,24.5550882,46.7792806
7848,Delta pharmacy,OTHER,Pharmacy,4.8,134,pharmacies,24.576758,46.781955
7849,Low Calories,RESTAURANT,Sandwich|Grill|Arabic|Indian|Healthy,4.3,114,restaurants,24.572935,46.780785
7850,Dip'in donuts,RESTAURANT,Desserts,4.7,33,restaurants,24.57176,46.7799445
7851,Akar corner for sweets,RESTAURANT,Desserts|Arabic,3,5,restaurants,24.57176,46.7799445
7852,Alreem Pizza,RESTAURANT,Fast Food|Italian|Pizza,4.3,21,restaurants,24.5673807,46.7787616
7853,Sour Grape Leave,RESTAURANT,Arabic,4.3,267,restaurants,24.58063805,46.78222126
7854,Falafel Alharah,RESTAURANT,Sandwich|Falafel,4.7,68,restaurants,24.58032,46.781782
7855,Brustud Alshaakhuluh,RESTAURANT,Sandwich|Mexican,3.2,4,restaurants,24.588554,46.7847523
7856,Madpicom,RESTAURANT,Arabic,4.4,770,restaurants,24.5707271,46.7778694
7857,Shawarmer,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,4.3,1372,restaurants,24.5817064,46.7808688
7858,Double burger,RESTAURANT,Arabic,0,0,restaurants,24.5878352,46.7830216
7859,Happy juices,RESTAURANT,Juices,5,4,restaurants,24.5878352,46.7830216
7860,Hanadi Pizza,RESTAURANT,Pizza,3,4,restaurants,24.5878352,46.7830216
7861,kanafih almanal,RESTAURANT,Arabic,3.2,4,restaurants,24.5878352,46.7830216
7862,Sabbosa,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,0,0,restaurants,24.58183864,46.78073038
7863,Ghazal Cafe,RESTAURANT,Desserts|Coffee,3,2,restaurants,24.5881909,46.7826591
7864,Lamizon Sweets,RESTAURANT,Desserts,4.3,39,restaurants,24.57083305,46.77674768
7865,Adnan Zaman,RESTAURANT,Fast Food|Arabic,4.5,39,restaurants,24.5750927,46.7777398
7866,Khafayf Zaman,RESTAURANT,Arabic,4.3,128,restaurants,24.5750927,46.7777398
7867,Tlal Ghawar,RESTAURANT,Sandwich|Arabic|Falafel,4.3,413,restaurants,24.58661,46.780298
7868,Sanabel AlReem for Hijazi food,RESTAURANT,Fast Food|Arabic|Breakfast,0,0,restaurants,24.5855605,46.7796098
7869,AL MAIDA AL MASIYA RESTAURANT,RESTAURANT,Fast Food,4.5,15,restaurants,24.5859988,46.7796443
7870,Herfy,RESTAURANT,Sandwich|Fast Food|Burgers,4.3,1441,restaurants,24.585993,46.779634
7871,Koshary Al Ahram,RESTAURANT,Sandwich|Fast Food|Egyptian,4.2,57,restaurants,24.5848513,46.779123
7872,Shorouk Al Madina,RESTAURANT,Arabic|Saudi,4.5,168,restaurants,24.5849269,46.7790962
7873,Othoog Al-kadi,RESTAURANT,Fast Food|Arabic|Saudi|Breakfast,4.4,110,restaurants,24.5689198,46.7744586
7874,Hashikom,RESTAURANT,Arabic|Saudi,4.2,421,restaurants,24.5688913,46.7742213
7875,House of Luqaimat,RESTAURANT,Desserts,4.2,553,restaurants,24.57380515,46.77532945
7876,furn alfatirah aldimashqia,RESTAURANT,Arabic,4.4,107,restaurants,24.5659804,46.7735152
7877,Logimat Khayal,RESTAURANT,Desserts,4.6,184,restaurants,24.57378,46.77459
7878,Yafa waraq eanab,RESTAURANT,Arabic,4.2,106,restaurants,24.5694587,46.7734099
7879,Legend Pizza,RESTAURANT,Italian|Pizza,4.2,146,restaurants,24.5735928,46.7743178
7880,Sabah Alfareej,RESTAURANT,Sandwich|Fast Food|Breakfast,4.4,46,restaurants,24.5667172,46.7727648
7881,Bread &amp; Cheese,RESTAURANT,Arabic|Bakery|Pastries,4.4,163,restaurants,24.56712215,46.77257217
7882,HungerStation Market,OTHER,Supermarkets,4.7,7784,darkstores,24.58160591,46.77627945
7883,Sharar,RESTAURANT,Sandwich|Fast Food,4.2,446,restaurants,24.5870103,46.7781091
7884,ARAB GRILL RESTAURANTS,RESTAURANT,Sandwich|Fast Food|Grill,4.5,39,restaurants,24.5870103,46.7781091
7885,Ennabi Grill,RESTAURANT,Grill|Arabic,4.3,488,restaurants,24.5869744,46.7780156
7886,Shawarma Classic,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,4.3,2328,restaurants,24.58726927,46.77791338
7887,konafa w basbosa,RESTAURANT,Desserts,4,414,restaurants,24.5874669,46.7777631
7888,BLABAN,RESTAURANT,Desserts|Arabic|Bakery|Egyptian|International|Ice Cream|Vegetarian|Pastries,4.1,3822,restaurants,24.5874669,46.7777631
7889,Lamst Halaa,RESTAURANT,Desserts,4.6,59,restaurants,24.5848125,46.7763594
7890,Pizza Hut Li,RESTAURANT,Italian|Pizza|Pasta,4.5,65,restaurants,24.587992,46.777497
7891,Lorenzo Pizza,RESTAURANT,Sandwich|Fast Food|Italian|International|Pizza|Pasta|Salads,4.2,534,restaurants,24.58933946,46.77758193
7892,Salha Al bukhari,RESTAURANT,Arabic,4.1,62,restaurants,24.5886865,46.7770978
7893,Falafel Shamia,RESTAURANT,Fast Food|Arabic|Breakfast,4.2,5,restaurants,24.58873405,46.77709431
7894,Fawal Aseel,RESTAURANT,Arabic|Saudi|Breakfast,3.9,223,restaurants,24.5898569,46.777454
7895,Waraq Latha Lammah einab,RESTAURANT,Arabic,4.4,29,restaurants,24.57001565,46.77121882
7896,Broasted key,RESTAURANT,Fast Food|American,4.5,488,restaurants,24.5690121,46.7709786
7897,Ocean Fish Restaurants,RESTAURANT,Seafood,3.4,30,restaurants,24.5693031,46.7708891
7898,Koshary El Rehab,RESTAURANT,Egyptian,4.2,205,restaurants,24.5702345,46.7709668
7899,GRAPE VINE,RESTAURANT,Arabic,3.7,29,restaurants,24.5693718,46.7707797
7900,Jadawel Alrabea,RESTAURANT,Arabic,4.1,26,restaurants,24.56942415,46.7707722
7901,ocean Burger,RESTAURANT,Arabic,4.7,300,restaurants,24.569474,46.770753
7902,Hash Hasha,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,4.3,277,restaurants,24.569683,46.770636
7903,Rawafed Baghdad Resturant,RESTAURANT,Grill|Arabic|Pastries,4.4,120,restaurants,24.5701331,46.7705865
7904,Hot pizza,RESTAURANT,Italian|Pizza|Pasta,4.6,595,restaurants,24.570295,46.770263
7905,Cheeso pizza,RESTAURANT,Italian|Juices|Pizza,4.8,4,restaurants,24.57041,46.770262
7906,Pastatti,RESTAURANT,Fast Food|Beverages|Pasta,4.9,7,restaurants,24.57041,46.770262
7907,Lusso,RESTAURANT,Desserts|Arabic,4.6,35,restaurants,24.590958,46.776658
7908,Passiony,RESTAURANT,Desserts|Beverages|Juices,5,1,restaurants,24.5843412,46.7741035
7909,Falafel Hartna,RESTAURANT,Fast Food|Arabic,4.2,131,restaurants,24.5907601,46.7759464
7910,Mayar's Pizza,RESTAURANT,Arabic|Pizza|Pastries,4.4,78,restaurants,24.5910887,46.7756056
7911,Best Konafa,RESTAURANT,Desserts,5,7,restaurants,24.57001522,46.7684815
7912,Abdul Aziz Fast Food,RESTAURANT,Sandwich|Fast Food|Beverages|Burgers,4.6,23,restaurants,24.565519,46.767409
7913,Sweets Raneem Al Sham,RESTAURANT,Desserts,4.1,50,restaurants,24.565541,46.7672505
7914,No Name Cafe,RESTAURANT,Desserts|Coffee,5,1,restaurants,24.58579605,46.77199912
7915,Elbaladi yoka,RESTAURANT,Arabic,4.1,84,restaurants,24.5928944,46.7747166
7916,Dar Hira Restaurants,RESTAURANT,Arabic,4,61,restaurants,24.5737169,46.7682973
7917,Mahashi Samara,RESTAURANT,Arabic,4.5,50,restaurants,24.5928963,46.7745686
7918,Flour and wheat,RESTAURANT,Arabic,4.8,8,restaurants,24.5863583,46.7717033
7919,Kanafeh Abu Al Hous,RESTAURANT,Desserts,4.5,547,restaurants,24.592838,46.774117
7920,Arabica Cafe,RESTAURANT,Beverages|Coffee,4.6,10,restaurants,24.627058,46.794183
7921,Golden Wings,RESTAURANT,Fast Food,4.6,68,restaurants,24.5955589,46.7731578
7922,Golden berries juices,RESTAURANT,Desserts|Arabic|Juices,5,1,restaurants,24.5955681,46.77315237
7923,Sheikh Al Arab Pizza and Koshary,RESTAURANT,Arabic,4.1,23,restaurants,24.5967561,46.7736408
7924,alostaz restaurant,RESTAURANT,Sandwich|Fast Food|Arabic|Egyptian,3.9,246,restaurants,24.5972125,46.7732344
7925,Logimat Al Dar,RESTAURANT,Desserts,4.5,43,restaurants,24.57897,46.765675
7926,Luqaimat Al Sanabel,RESTAURANT,Desserts,4.2,58,restaurants,24.57952814,46.76530587
7927,Mantu O Yagmish Sanabel Al Hijaz,RESTAURANT,Arabic|Saudi,4.5,159,restaurants,24.5795776,46.76529378
7928,Kesat Mento,RESTAURANT,Arabic|Saudi,4,44,restaurants,24.57958614,46.76529378
7929,Best Manto,RESTAURANT,Arabic|Saudi,4.1,24,restaurants,24.57958614,46.76527232
7930,Balah and Honey Sweets,RESTAURANT,Desserts|Arabic,4.2,143,restaurants,24.5801,46.764824
7931,Al Mamlakah Sweets,RESTAURANT,Desserts|Pastries,4.6,162,restaurants,24.5801819,46.7647545
7932,Broasted Almarqab Alhadeeth,RESTAURANT,Fast Food|Arabic,4.1,9,restaurants,24.5983439,46.7713648
7933,Badia zamarrud Restaurant,RESTAURANT,Arabic|Beverages,4.1,56,restaurants,24.58829386,46.76440096
7934,Shawarma Time,RESTAURANT,Shawarma|Juices|Pizza|Pastries,4.4,24,restaurants,24.584238,46.762601
7935,Tawa,RESTAURANT,Desserts,4.7,133,restaurants,24.584452,46.762435
7936,Baja,RESTAURANT,Beverages|Coffee|Roastery,4.7,266,restaurants,24.584768,46.762429
7937,Pinzatta,RESTAURANT,Sandwich|Fast Food|Italian|Healthy|Pizza,4.6,23,restaurants,24.58760755,46.76264917
7938,Jareer Sweet,RESTAURANT,Desserts,4.8,41,restaurants,24.5874,46.762484
7939,Maestro Pizza,RESTAURANT,Fast Food|Italian|International|Pizza,4.5,307,restaurants,24.587407,46.762469
7940,Station Day,RESTAURANT,Fast Food|Seafood,4.4,44,restaurants,24.58742828,46.76243459
7941,Mad Pizza,RESTAURANT,Desserts|Italian|American|Beverages|International|Pizza,4.4,60,restaurants,24.58721405,46.76231015
7942,Nabie Aleanenb,RESTAURANT,Arabic,4.3,6,restaurants,24.5874071,46.7623662
7943,Jan Burger,RESTAURANT,Fast Food|American|Burgers,4.2,585,restaurants,24.587304,46.762295
7944,Bread &amp; Crumbs,RESTAURANT,Sandwich|Bakery|Pizza,4,17,restaurants,24.58722008,46.7621645
7945,Lammah,RESTAURANT,Sandwich|Fast Food|Desserts|Arabic|Bakery|Juices|Pizza|Lebanese|Breakfast,3.8,23,restaurants,24.5872152,46.7620894
7946,Adoro La Pasta,RESTAURANT,Sandwich|Fast Food|Italian|Bakery|Healthy|Juices|Pasta|Gluten-Free,3.6,21,restaurants,24.5872152,46.7620894
7947,Manoosha,RESTAURANT,Sandwich|Arabic|Pizza|Breakfast|Pastries,4.1,312,restaurants,24.5872945,46.7620957
7948,Pizza Hut,RESTAURANT,Fast Food|Italian|Beverages|International|Pizza|Pasta|Salads,4.1,192,restaurants,24.5870625,46.7619375
7949,Juice Time,RESTAURANT,Beverages|Juices,4.5,233,restaurants,24.5871969,46.7619417
7950,Sabroso,RESTAURANT,Arabic|Breakfast,3.8,41,restaurants,24.5871313,46.7617041
7951,Furan Al Dayaa,RESTAURANT,Sandwich|Arabic|Bakery,4.5,917,restaurants,24.587079,46.7616
7952,Subway,RESTAURANT,Sandwich,0,0,restaurants,24.587112,46.761569
7953,Atlal Al Rafdeen,RESTAURANT,Sandwich|Grill|Arabic|Juices,4,46,restaurants,24.586672,46.7614
7954,Annab,RESTAURANT,Arabic,3.9,7,restaurants,24.5872199,46.7615864
7955,Hamburgini Burger,RESTAURANT,Sandwich|Burgers,4,1788,restaurants,24.587181,46.761494
7956,Herfy Bakery Shop,RESTAURANT,Desserts|Bakery,4.3,32,restaurants,24.58712,46.761274
7957,Safihat alsham,RESTAURANT,Arabic|Pastries,4.2,71,restaurants,24.6012346,46.7623817
7958,Bab Al-Saad,RESTAURANT,Fast Food|Arabic,0,0,restaurants,24.6094443,46.7641764
7959,cherry,RESTAURANT,Fast Food|Arabic|Burgers|Pizza,4.3,9,restaurants,24.6044878,46.7574403
7960,Juice Town,RESTAURANT,Desserts|Beverages|Juices,5,14,restaurants,24.60453987,46.7574532
7961,Al Tazaj,RESTAURANT,Sandwich|Arabic|Beverages,4.3,1604,restaurants,24.61549,46.756488
7962,Mzaq Warg Enab,RESTAURANT,Fast Food|Arabic|American|Saudi,4.5,134,restaurants,24.608894,46.750105
7963,Sanabel Rayyan,RESTAURANT,Desserts|Arabic|Bakery|Pastries,4.1,49,restaurants,24.6173515,46.75394074
7964,shawarma Irany,RESTAURANT,Fast Food|Shawarma,4.4,128,restaurants,24.6120462,46.7487026
7965,Genneh Restaurant,RESTAURANT,Fast Food|Shawarma,4.5,456,restaurants,24.618432,46.7521027
7966,Al Saudi,RESTAURANT,Grill|Arabic|Saudi|Meat,4.3,2482,restaurants,24.6197829,46.7506154
7967,Goozy,RESTAURANT,Grill|Arabic|Saudi,3.5,94,restaurants,24.619751,46.7503358
7968,ZAD ALBWADY,RESTAURANT,Arabic|Saudi,4.1,122,restaurants,24.595535,46.7380161
7969,Pizza Jewels,RESTAURANT,Fast Food|Italian|Pizza,4.7,32,restaurants,24.620324,46.74931
7970,Fatayer Al Amour,RESTAURANT,Fast Food|Italian|International,4.7,65,restaurants,24.62040889,46.74919324
7971,Shawayet Alkhaleej,RESTAURANT,Grill|Arabic,4.3,1730,restaurants,24.68469132,46.79724837
7972,Al Tazaj,RESTAURANT,Sandwich|Arabic|Beverages,4.3,310,restaurants,24.683096,46.789843
7973,Origin Of Logimat,RESTAURANT,Desserts,4.6,61,restaurants,24.689246,46.782458
7974,Konafa Station,RESTAURANT,Desserts|Arabic,3.8,35,restaurants,24.703964,46.780411
7975,Saldwich,RESTAURANT,Sandwich|Fast Food|Healthy,4.5,188,restaurants,24.70567601,46.7671383
7976,Pizza City,RESTAURANT,Pizza,3.7,12,restaurants,24.5955967,46.7730563
7977,DERATI EXPRESS,RESTAURANT,Grill|Arabic,4.2,321,restaurants,24.5957403,46.772965
7978,Al Sheraa,RESTAURANT,Sandwich|Arabic|Shawarma|Pizza,4.5,233,restaurants,24.593259,46.775407
7979,Baskin Robbins,RESTAURANT,Desserts|Beverages|Ice Cream,4.4,112,restaurants,24.59032976,46.77601333
7980,Sama Cafe,RESTAURANT,Coffee,3.7,30,restaurants,24.590583,46.7694584
7981,C Square Cafe,RESTAURANT,Desserts|Arabic|Bakery|Coffee,4.2,16,restaurants,24.5908669,46.767508
7982,Kaak w Joben,RESTAURANT,Desserts,4.3,304,restaurants,24.5908787,46.7674509
7983,Sultan Delight Burger,RESTAURANT,Sandwich|Fast Food|Juices|Burgers,4.4,1090,restaurants,24.59075065,46.76738785
7984,Foil Burger,RESTAURANT,Fast Food|Burgers,4.3,234,restaurants,24.5907616,46.7672741
7985,The Area Burger,RESTAURANT,Sandwich|Fast Food|Beverages|Burgers,4.5,83,restaurants,24.59067007,46.76731946
7986,Philpha,RESTAURANT,Sandwich|Fast Food|Beverages,4.2,89,restaurants,24.5906157,46.7670839
7987,Hoba,RESTAURANT,Sandwich|Fast Food|American|Meat,4.4,365,restaurants,24.5906157,46.7670839
7988,The Burger's Origin,RESTAURANT,Fast Food|Burgers,4.4,565,restaurants,24.5905231,46.7670172
7989,Shawarma Htmyah,RESTAURANT,Sandwich|Shawarma,4.2,138,restaurants,24.590254,46.766987
7990,Furan &amp; Kaak,RESTAURANT,Sandwich|Bakery|Breakfast|Pastries,3.7,3,restaurants,24.5902413,46.7667486
7991,Faa,RESTAURANT,Desserts|American|Coffee,0,0,restaurants,24.5902413,46.7667486
7992,Arkan Café,RESTAURANT,Desserts|Coffee,4.7,95,restaurants,24.5902159,46.7667634
7993,Khayrat Kayan Pizza,RESTAURANT,Arabic,3.5,85,restaurants,24.5878352,46.7830216
7994,McCafé,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast,5,3,restaurants,24.5856324,46.7783911
7995,McDonald's KSA,RESTAURANT,Sandwich|Fast Food|Desserts|American|Beverages|Coffee|International|Breakfast,4.2,2248,restaurants,24.5856125,46.7785494
7996,Kunooz pharmacy,OTHER,Pharmacy,4.7,571,pharmacies,24.588892,46.765767
7997,Shaterat ebdaa,RESTAURANT,Arabic,3.6,11,restaurants,24.5894796,46.7651957
7998,Lebanon Garden,RESTAURANT,Sandwich|Grill|Arabic|Lebanese,4.3,90,restaurants,24.602044,46.761786
7999,KFC,RESTAURANT,Fast Food|Beverages,4.1,636,restaurants,24.58750412,46.76290205
8000,Domino's Pizza,RESTAURANT,Fast Food|Italian|American|International|Pizza,4.5,237,restaurants,24.587496,46.76266
8001,Watten juices,RESTAURANT,Beverages|Juices,0,0,restaurants,24.5900319,46.7598281
8002,Al Jazeera Pizza,RESTAURANT,Pizza|Pasta,3.7,3,restaurants,24.5904708,46.7594738
8003,Hijazi Pizza for Mento &amp; Yghmush,RESTAURANT,Arabic|Saudi,0,0,restaurants,24.5918785,46.7589076
8004,Saudi Manto &amp; Yagmosh,RESTAURANT,Arabic|Saudi,3.7,3,restaurants,24.5919431,46.7588785
8005,Rukn Aliabtihaj,RESTAURANT,Arabic|Saudi,4.8,4,restaurants,24.5919431,46.7588785
8006,Alneyaz Corner,RESTAURANT,Fast Food,4,123,restaurants,24.5919431,46.7588785
8007,Taj Al Shawarma,RESTAURANT,Shawarma,3.3,9,restaurants,24.5885917,46.7603962
8008,Baharna lilmakulat albahria,RESTAURANT,Seafood,4.4,30,restaurants,24.58896662,46.76015165
8009,Kudu,RESTAURANT,Sandwich|Fast Food|Grill|Burgers|Breakfast,4.4,293,restaurants,24.58929,46.759891
8010,Pizza Jinan Al Tamayoz,RESTAURANT,Italian|Pizza,4.5,12,restaurants,24.58957425,46.75933587
8011,Warud Alwan,RESTAURANT,Flowers,4.5,149,flowers_and_plants,24.59418985,46.75759275
8012,Seriah Al Amid,RESTAURANT,Fast Food|Grill|Arabic,3.9,32,restaurants,24.5838543,46.7636101
8013,Shawaya House,RESTAURANT,Arabic|Saudi,4.2,932,restaurants,24.592709,46.757785
8014,dabt shay,RESTAURANT,Arabic|Saudi,4.5,15,restaurants,24.6093728,46.7639188
8015,faturk Eindi,RESTAURANT,Arabic|Burgers|Breakfast,1,2,restaurants,24.5834867,46.763833
8016,Shawarma Emperor,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,3.8,13,restaurants,24.5845016,46.7625825
8017,Qanatir Dimashq,RESTAURANT,Grill|Arabic|Pastries,3.7,3,restaurants,24.5966196,46.7570692
